scenario_id,scenario_name,timestamp_utc,timestamp_ist,outdoor_C,free_indoor_mean_C,free_indoor_min_C,free_indoor_max_C,ideal_indoor_mean_C,ideal_heating_avg_kW,ideal_heating_energy_kWh,window_solar_gain_avg_kW
optimized,Passive-Optimized,2025-01-16T09:00:00+00:00,2025-01-16T14:30:00+05:30,-13.46,-5.798524701486852,-6.064999439527271,-5.58818754652156,20.0,0.8435601145590272,0.8435601145590272,0.22914434173990283
optimized,Passive-Optimized,2025-01-16T10:00:00+00:00,2025-01-16T15:30:00+05:30,-14.2,-6.73214297702254,-7.00116026684796,-6.198578051327967,20.0,0.9436822787661796,0.9436822787661796,0.12928887543130343
optimized,Passive-Optimized,2025-01-16T11:00:00+00:00,2025-01-16T16:30:00+05:30,-15.16,-8.17861254935964,-8.52572818972466,-7.591780080241451,20.0,1.036939033964903,1.036939033964903,0.04849160125968123
optimized,Passive-Optimized,2025-01-16T12:00:00+00:00,2025-01-16T17:30:00+05:30,-16.69,-9.521295480673766,-9.857796374075717,-9.00155407741901,20.0,1.1134263702659961,1.1134263702659961,0.0
optimized,Passive-Optimized,2025-01-16T13:00:00+00:00,2025-01-16T18:30:00+05:30,-18.23,-10.3359927212935,-10.565211568723695,-10.050792805885896,20.0,1.1476233540965977,1.1476233540965977,0.0
optimized,Passive-Optimized,2025-01-16T14:00:00+00:00,2025-01-16T19:30:00+05:30,-19.18,-10.964785739111635,-11.183635044332112,-10.712161406935296,20.0,1.1770004260125881,1.1770004260125884,0.0
optimized,Passive-Optimized,2025-01-16T15:00:00+00:00,2025-01-16T20:30:00+05:30,-19.99,-11.574121248752554,-11.796396623596683,-11.32283549111234,20.0,1.2053219175956003,1.2053219175956003,0.0
optimized,Passive-Optimized,2025-01-16T16:00:00+00:00,2025-01-16T21:30:00+05:30,-20.98,-12.2296913955399,-12.472389081249645,-11.952898850334837,20.0,1.2366827462932426,1.2366827462932426,0.0
optimized,Passive-Optimized,2025-01-16T17:00:00+00:00,2025-01-16T22:30:00+05:30,-22.17,-12.961813466151524,-13.231958803855568,-12.651224194358223,20.0,1.2720933174371474,1.2720933174371474,0.0
optimized,Passive-Optimized,2025-01-16T18:00:00+00:00,2025-01-16T23:30:00+05:30,-23.66,-13.803125765884156,-14.112823247852583,-13.443536583444201,20.0,1.3136838458398823,1.3136838458398823,0.0
optimized,Passive-Optimized,2025-01-16T19:00:00+00:00,2025-01-17T00:30:00+05:30,-25.52,-14.791190851814923,-15.153526487299574,-14.36692614817058,20.0,1.3637217806468933,1.3637217806468935,0.0
optimized,Passive-Optimized,2025-01-16T20:00:00+00:00,2025-01-17T01:30:00+05:30,-27.21,-15.856384244288927,-16.243162049542967,-15.410837881532743,20.0,1.4148042936810605,1.4148042936810603,0.0
optimized,Passive-Optimized,2025-01-16T21:00:00+00:00,2025-01-17T02:30:00+05:30,-28.51,-16.913573137421576,-17.299095643633937,-16.479917844856534,20.0,1.462282310864093,1.462282310864093,0.0
optimized,Passive-Optimized,2025-01-16T22:00:00+00:00,2025-01-17T03:30:00+05:30,-30.03,-18.022111281424042,-18.43303701732142,-17.556894941935383,20.0,1.5136936654491449,1.5136936654491449,0.0
optimized,Passive-Optimized,2025-01-16T23:00:00+00:00,2025-01-17T04:30:00+05:30,-31.8,-19.2276501760571,-19.67343990393885,-18.719320413857826,20.0,1.5705483157163234,1.5705483157163231,0.0
optimized,Passive-Optimized,2025-01-17T00:00:00+00:00,2025-01-17T05:30:00+05:30,-33.57,-20.50434437984136,-20.973941607392465,-19.97093431120575,20.0,1.6296688080801487,1.6296688080801487,0.0
optimized,Passive-Optimized,2025-01-17T01:00:00+00:00,2025-01-17T06:30:00+05:30,-34.9,-21.7552499698223,-22.214370810679597,-21.244539395455394,20.0,1.6833942252033196,1.6833942252033196,0.0
optimized,Passive-Optimized,2025-01-17T02:00:00+00:00,2025-01-17T07:30:00+05:30,-35.13,-18.603260759638136,-20.502641116056527,-17.37861947075289,20.0,1.375247558619888,1.375247558619888,0.3363930854935921
optimized,Passive-Optimized,2025-01-17T03:00:00+00:00,2025-01-17T08:30:00+05:30,-32.33,-11.877405327940224,-14.905292384167343,-9.754265040719565,20.0,0.9308881178990924,0.9308881178990925,0.7436005563960384
optimized,Passive-Optimized,2025-01-17T04:00:00+00:00,2025-01-17T09:30:00+05:30,-27.23,-7.098094321080217,-8.730508984142602,-5.744595187214275,20.0,0.7311202903901808,0.7311202903901808,0.8512955359365952
optimized,Passive-Optimized,2025-01-17T05:00:00+00:00,2025-01-17T10:30:00+05:30,-23.14,-1.6363978674138284,-3.99925574569933,0.14067510755096624,20.0,0.4172424969958867,0.4172424969958867,1.069358741770287
optimized,Passive-Optimized,2025-01-17T06:00:00+00:00,2025-01-17T11:30:00+05:30,-18.67,1.5987165858637589,0.5847077976086711,2.5480203907734884,20.0,0.3318874631750157,0.3318874631750157,1.0429041441977722
optimized,Passive-Optimized,2025-01-17T07:00:00+00:00,2025-01-17T12:30:00+05:30,-14.46,4.2868091917207245,3.1958171667160693,5.1976448379974505,20.0,0.2227919644476575,0.22279196444765753,1.0366658457930278
optimized,Passive-Optimized,2025-01-17T08:00:00+00:00,2025-01-17T13:30:00+05:30,-12.09,4.7826178538644415,4.667398532262833,4.9631969680776304,20.0,0.28967019369143726,0.28967019369143726,0.8769045865024149
optimized,Passive-Optimized,2025-01-17T09:00:00+00:00,2025-01-17T14:30:00+05:30,-11.57,4.14683011281153,4.027622909977613,4.472868034615157,20.0,0.38121018654185657,0.38121018654185657,0.7241271474525187
optimized,Passive-Optimized,2025-01-17T10:00:00+00:00,2025-01-17T15:30:00+05:30,-12.11,2.0508555820597985,1.4859118809253467,3.011966217846163,20.0,0.5610040380643785,0.5610040380643785,0.5108091617731686
optimized,Passive-Optimized,2025-01-17T11:00:00+00:00,2025-01-17T16:30:00+05:30,-14.31,-2.469677467994488,-3.641773313817866,-0.5067485070403858,20.0,0.8834712017858206,0.8834712017858207,0.19760462314847646
optimized,Passive-Optimized,2025-01-17T12:00:00+00:00,2025-01-17T17:30:00+05:30,-16.34,-6.672616086808854,-7.585127767191088,-5.152814855101092,20.0,1.1096168953209156,1.1096168953209156,0.0
optimized,Passive-Optimized,2025-01-17T13:00:00+00:00,2025-01-17T18:30:00+05:30,-17.92,-8.28333390794511,-8.620372980586504,-7.8657781656096475,20.0,1.1427477115407698,1.1427477115407698,0.0
optimized,Passive-Optimized,2025-01-17T14:00:00+00:00,2025-01-17T19:30:00+05:30,-19.12,-9.175907273535394,-9.48591993088935,-8.8217099681388,20.0,1.1746551273342185,1.1746551273342185,0.0
optimized,Passive-Optimized,2025-01-17T15:00:00+00:00,2025-01-17T20:30:00+05:30,-20.2,-10.032369567680288,-10.346164051910565,-9.679311676214986,20.0,1.2070150848780137,1.2070150848780135,0.0
optimized,Passive-Optimized,2025-01-17T16:00:00+00:00,2025-01-17T21:30:00+05:30,-20.69,-10.798894343701775,-11.080501783232563,-10.495074656463634,20.0,1.2317584621111843,1.2317584621111841,0.0
optimized,Passive-Optimized,2025-01-17T17:00:00+00:00,2025-01-17T22:30:00+05:30,-21.12,-11.502168572052652,-11.767464205249603,-11.217621584595458,20.0,1.2544009048023848,1.2544009048023845,0.0
optimized,Passive-Optimized,2025-01-17T18:00:00+00:00,2025-01-17T23:30:00+05:30,-21.55,-12.17117318094705,-12.42454551990657,-11.899069478704805,20.0,1.2758187907041916,1.2758187907041914,0.0
optimized,Passive-Optimized,2025-01-17T19:00:00+00:00,2025-01-18T00:30:00+05:30,-22.1,-12.834433228790521,-13.085754731592068,-12.561252387851843,20.0,1.2981244119914952,1.2981244119914952,0.0
optimized,Passive-Optimized,2025-01-17T20:00:00+00:00,2025-01-18T01:30:00+05:30,-22.69,-13.495964335923597,-13.745058273080572,-13.223826641349493,20.0,1.3207792651321886,1.3207792651321884,0.0
optimized,Passive-Optimized,2025-01-17T21:00:00+00:00,2025-01-18T02:30:00+05:30,-23.23,-14.142031081893288,-14.384515031124208,-13.877924631617585,20.0,1.3426684060791487,1.3426684060791487,0.0
optimized,Passive-Optimized,2025-01-17T22:00:00+00:00,2025-01-18T03:30:00+05:30,-23.43,-14.714033312169732,-14.928383595315735,-14.488005639270357,20.0,1.3590489847005423,1.3590489847005423,0.0
optimized,Passive-Optimized,2025-01-17T23:00:00+00:00,2025-01-18T04:30:00+05:30,-23.35,-15.184266442504374,-15.363726655230199,-15.001993277086784,20.0,1.369708157420867,1.369708157420867,0.0
